customer_name,total_clean
Michael Kim,35812.96
Taylor Smith,35807.28
Melissa White,35794.840000000004
Brittany Williams,35786.99
Sean Martin,35779.71
Jordan Smith,35762.07
David Flores,35753.18
Brittany Johnson,35748.32
Lisa Moore,35664.67
Timothy White,35631.29
Bradley Brown,35620.83
Michael Gilbert,35606.69
Steven Moore,35585.27
Christopher Medina,35584.25
Jessica Peterson,35567.020000000004
Jennifer Myers,35522.47
Amber Jackson,35511.41
April Smith,35492.56
Natalie Smith,35477.93
Steven Taylor,35470.42
Matthew Lewis,35451.59
Kevin Thompson,35432.32
Jessica King,35428.04
Jacob Garcia,35399.32
Thomas Garcia,35393.98
Kimberly Lewis,35378.88
Christopher Powell,35373.87
Tyler Smith,35359.590000000004
Kevin Adams,35351.18
Michael Patterson,35349.57
Michael Carlson,35330.88
Christopher Lee,35330.75
Jennifer Guerrero,35319.48
Andrew Collins,35310.49
Jason Thomas,35283.38
Casey Johnson,35270.979999999996
Matthew Martin,35263.26
David Wright,35261.48
Jennifer Price,35247.05
Tyler Johnson,35246.51
Benjamin Jones,35220.5
Daniel Martin,35191.8
David Gonzales,35155.96
Heather Garcia,35144.64
Maria Jones,35129.74
Shannon Williams,35120.93
Emily Clark,35114.79
James Ward,35084.88
Charles Brown,35042.78
David Gordon,35031.590000000004
Michael Henderson,34990.27
Donald Williams,34970.59
William Wallace,34953.81
Jessica Martin,34950.32
Andrea Brown,34929.13
Heather Lee,34911.82
Justin Williams,34901.3
Adam Johnson,34898.46
Amanda Carter,34894.0
Heather Wood,34884.51
Emily Jones,34865.229999999996
Kathleen Smith,34849.33
Cynthia Jones,34827.549999999996
Joseph Rodriguez,34819.409999999996
Jennifer Collins,34816.600000000006
Leslie Davis,34767.03
Brian Harris,34739.77
Tiffany Williams,34734.31
Benjamin Miller,34733.45
Amy Miller,34716.74
Christopher White,34693.950000000004
Michael Evans,34693.51
Kevin Jackson,34672.979999999996
Christopher Mcdonald,34642.48
Michael Arnold,34608.18
Jennifer Gonzalez,34580.08
Daniel King,34574.87
Bruce Rogers,34572.7
Brian Lee,34564.8
Andrew Anderson,34531.84
Benjamin Thompson,34531.06
Terry Smith,34502.4
Kristina Williams,34493.56
Tammy Allen,34482.33
Amy Harris,34481.03
Laura Garcia,34475.56
Eric Rodriguez,34474.01
Jacob Brown,34421.630000000005
Christopher Evans,34408.06
Kayla Smith,34407.92
Jennifer Evans,34400.16
Timothy Cook,34387.770000000004
Jennifer Fisher,34373.21
Angela Hill,34358.81
Danielle Brown,34336.03
William Austin,34310.78
Joshua Jackson,34299.07
James Green,34299.02
Richard Jackson,34296.11
Christina Anderson,34289.3
Charles Anderson,34275.66
Angela Brown,34267.49
Lisa Taylor,34254.58
George Hernandez,34242.92
Kenneth Jones,34217.2
Teresa Smith,34216.659999999996
Jeffrey Jackson,34210.11
Karen Martinez,34200.83
Michael Webb,34198.92
Amanda Sanchez,34182.35
Alicia Johnson,34165.93
Eric Thompson,34160.24
Paul Brown,34156.93
Ryan Jackson,34135.9
Amanda White,34127.14
Brian Rodriguez,34100.23
David Watson,34090.57
Melissa Anderson,34074.65
Richard Jones,34064.05
Jordan Garcia,34056.78
James Long,34054.26
Anthony Cox,34030.89
Elizabeth Lopez,33951.53
Susan Hernandez,33945.95
Nicholas Martinez,33939.39
Michael Wallace,33932.1
Christopher Jenkins,33927.939999999995
Shawn Jones,33908.380000000005
Todd Smith,33904.57
John Hill,33903.14
John Collins,33901.54
Lisa James,33899.32
Heather Green,33895.45
Margaret Smith,33891.229999999996
Kelly Miller,33869.659999999996
James Parker,33850.14
Lisa Reyes,33812.19
Jonathan Jones,33794.64
Kyle Johnson,33784.34
James Walker,33766.31
Susan Thomas,33763.87
Lisa Thomas,33763.15
Eric Lee,33750.84
Timothy Robinson,33744.91
Sarah Miller,33719.12
Michael Douglas,33698.41
David Diaz,33690.08
James Collins,33667.95
Angela King,33661.89
Lisa Ramirez,33659.79
Lisa Nelson,33650.14
Sarah Roberts,33648.24
Sandra Brown,33643.21
Eric King,33618.69
Nicole Martinez,33597.72
Steven Martin,33595.05
David Kelly,33584.85
David Hill,33571.22
Michael Lynch,33563.049999999996
Stephen Robinson,33557.36
Robert Allen,33542.25
Richard Moore,33537.73
Scott Lee,33528.38
Teresa Lopez,33496.82
Zachary Smith,33491.700000000004
Anna Anderson,33484.94
Daniel Anderson,33480.98
Brian Green,33476.16
Taylor Davis,33467.159999999996
Amanda Harris,33463.33
Jeremy Jones,33449.520000000004
Lisa Hill,33437.36
Megan Clark,33432.69
Matthew Baker,33426.9
Richard Cox,33424.49
Thomas Clark,33399.93
Christopher Sanders,33377.4
Michael Brooks,33365.12
Jason Martinez,33354.35
Benjamin White,33352.18
Samantha Gonzalez,33348.29
Sharon Johnson,33339.18
William Lopez,33320.82
Emily Thompson,33319.78
Derek Smith,33312.39
April Walker,33307.8
Jessica Martinez,33304.64
Anthony Ward,33295.2
Timothy Taylor,33279.61
Michael Elliott,33268.0
Anthony Murphy,33257.15
Donald Jones,33240.4
William Scott,33230.770000000004
Annette Johnson,33215.78
Danielle Smith,33214.729999999996
Paul Taylor,33213.8
Linda Lee,33212.47
Jeffrey Bailey,33206.59
Stephanie Thompson,33171.729999999996
Anthony Martin,33170.93
Sarah Green,33151.29
Michael Ayala,33137.6
Robert Perry,33133.729999999996
Robert Adams,33118.58
Amanda Moore,33111.06
Richard Baker,33071.729999999996
Heather Ramirez,33030.32
Nathan Williams,33025.09
Lisa Lewis,33023.25
Jessica Howell,32986.62
Emily Robinson,32970.44
Crystal Brown,32947.13
Michelle Scott,32946.92
Deborah Davis,32941.85
Megan Moore,32932.83
James Kelly,32932.19
Joseph Bailey,32931.33
Jessica Gonzalez,32924.38
Melissa Taylor,32884.34
Emily Collins,32871.509999999995
Teresa Wilson,32847.85
Melissa Thompson,32846.4
Kevin Miller,32837.28
Alexis Smith,32832.07
Sheri Johnson,32830.72
John Diaz,32828.67
David Powell,32815.72
Michael Flores,32812.3
Lisa Stevens,32805.76
Scott Anderson,32799.16
Cynthia Lee,32776.06
James Mason,32772.14
Jason Mitchell,32765.51
Anthony Thomas,32759.690000000002
Stephen Green,32743.45
Steven Bailey,32731.04
Justin Brown,32724.8
Christina Wilson,32724.19
James Gardner,32718.41
Scott Rodriguez,32713.8
Aaron Johnson,32700.34
James Doyle,32698.75
James Guerra,32689.74
Julie Johnson,32670.09
Katherine Gray,32661.36
Joseph Allen,32634.82
Susan Gray,32627.54
Austin Smith,32605.62
David Tucker,32600.96
Daniel Rogers,32599.09
Richard Martinez,32595.32
Robert Nelson,32573.949999999997
Christopher Phillips,32561.239999999998
Gina Smith,32556.57
Victoria Anderson,32543.03
Amanda Anderson,32533.05
Leslie Martinez,32505.34
James Wood,32482.07
Jennifer Harper,32468.88
James Dean,32464.78
Joseph Wright,32456.41
Thomas Thompson,32451.37
Megan Johnson,32448.12
William Allen,32435.34
John Green,32424.100000000002
Debra Smith,32419.34
David Russell,32392.77
Michael Ortiz,32391.03
Stephen Miller,32389.05
Janet Smith,32369.75
Michael Coleman,32356.54
Larry Lewis,32329.97
Teresa Miller,32298.62
Rhonda Williams,32288.42
Jeffrey King,32282.77
Elizabeth Miller,32263.98
Anthony Sullivan,32261.24
Andrew Taylor,32250.300000000003
David Torres,32239.28
Christopher Morales,32226.38
Daniel Thompson,32217.71
Troy Johnson,32217.4
Michael Moreno,32202.73
Jennifer Gibson,32198.46
Anthony Spencer,32187.579999999998
Robert Cooper,32184.45
Michael Herrera,32173.989999999998
Nicole Phillips,32131.53
Katherine Johnson,32127.300000000003
Jennifer Adams,32125.65
Jason Rodriguez,32125.59
Laurie Smith,32072.94
Anthony Wright,32048.370000000003
Michelle Martin,32047.05
David Wood,32040.420000000002
Daniel Turner,32029.640000000003
Brian Taylor,32025.9
Joseph Perez,31998.04
John Hansen,31997.48
Brandon Thomas,31981.03
Zachary Brown,31957.6
James Wallace,31947.690000000002
Elizabeth Garcia,31929.66
Amanda Parker,31926.739999999998
Matthew Perez,31903.13
Kayla Williams,31896.23
Raymond Miller,31892.72
Thomas Nguyen,31879.48
James Hernandez,31862.44
Kelly Jones,31854.100000000002
William White,31853.45
Edward Hernandez,31841.99
Heather Walker,31836.06
Cindy Smith,31823.36
Angel Williams,31788.13
Michael Torres,31783.62
Brittany Garcia,31781.809999999998
Anthony Flores,31768.11
Christina Perez,31745.19
Travis Williams,31744.2
Brandon White,31744.1
Amanda Garcia,31742.6
Amanda Thompson,31737.65
Laura Wright,31734.34
James Bailey,31734.079999999998
Timothy Rodriguez,31717.36
Kenneth Allen,31709.54
Scott Johnson,31702.96
Robert White,31699.02
Angela Wilson,31688.370000000003
Robin Smith,31674.190000000002
Gregory Williams,31670.809999999998
Michael Bryant,31669.84
Steven Perez,31667.879999999997
Christina Jones,31614.8
Ashley Wilson,31599.66
Joseph Lynch,31594.94
Michael Hart,31574.8
John Gomez,31565.25
Amanda Scott,31515.29
Michael Hamilton,31504.78
Timothy Parker,31483.17
John Cooper,31464.03
Danielle Garcia,31459.489999999998
Matthew Evans,31443.940000000002
Barbara Torres,31437.89
Jason Lee,31435.09
Amanda West,31428.449999999997
Brandon Johnson,31428.239999999998
Michael Boyd,31421.55
Kimberly White,31421.41
Jennifer Flores,31419.4
Michael Jensen,31407.760000000002
Robert Simmons,31403.21
Cheryl Jones,31395.97
Jennifer Ramirez,31393.34
Jason Perez,31388.64
Alexander Johnson,31384.13
James Morris,31377.15
John Ramirez,31369.91
Andrew Lopez,31350.97
Donald Anderson,31339.35
Jessica Hall,31336.239999999998
Christine Miller,31323.66
Joseph Sanchez,31308.37
Jeffery Smith,31302.77
Christopher Coleman,31301.79
David Rogers,31292.760000000002
Rachel Green,31288.600000000002
Eric Thomas,31261.37
Cynthia Wilson,31259.47
David Ford,31252.83
Michelle Taylor,31234.51
William Hill,31218.34
David Kim,31215.52
Christopher Torres,31201.03
Karen Anderson,31200.73
David Dominguez,31182.77
Robert Gonzales,31182.46
Gregory Thompson,31171.42
Lori Anderson,31166.56
Matthew Green,31134.17
Ronald Davis,31121.91
Joseph Taylor,31113.98
Courtney Gonzalez,31111.260000000002
Nicole Jones,31098.62
Jeffrey Anderson,31056.940000000002
Ashley Moore,31036.24
David Edwards,31035.02
Amber Miller,31027.65
David Phillips,31020.11
Lisa Collins,31011.74
Matthew Young,31009.53
Elizabeth Gonzalez,31001.36
Lisa Scott,30998.23
Dawn Anderson,30994.0
Brian Hernandez,30982.17
Adam Brown,30974.010000000002
Nicholas Crawford,30962.449999999997
John Baker,30935.2
Andrea Johnson,30908.84
Michael Prince,30894.46
Michael Oliver,30868.29
Elizabeth Sanchez,30845.79
Jessica Scott,30840.440000000002
Melissa Miller,30832.94
Stephen Harris,30832.6
James Torres,30830.28
Kimberly Cox,30826.38
Dawn Williams,30822.87
James Tucker,30805.08
Ashley Thompson,30787.82
Thomas Lee,30786.100000000002
Carrie Lopez,30782.26
Nicholas Stewart,30775.94
Sara Rodriguez,30775.11
Jeffery Jones,30768.28
Kathryn Johnson,30766.48
Lori Smith,30760.300000000003
Thomas Ramirez,30758.93
Kimberly Crawford,30741.22
Jennifer Howard,30726.21
David Rice,30712.96
Mark Griffin,30700.91
Daniel Mitchell,30694.68
Hannah Smith,30685.22
James Carr,30674.93
Michael Wagner,30670.41
Michael Myers,30654.46
Patricia Jackson,30593.34
Rebecca Harris,30575.620000000003
Robert Blankenship,30569.27
Dawn Smith,30556.82
Karen Davis,30553.8
Joshua Mitchell,30546.43
Scott Reyes,30531.78
Joseph Edwards,30518.120000000003
Stephen Wilson,30508.0
David Ramos,30491.530000000002
Dennis Johnson,30483.95
John Nelson,30475.78
Robert Fox,30466.170000000002
Maria Johnson,30446.1
Michelle Robinson,30445.019999999997
Stephen Williams,30441.65
Vanessa Johnson,30433.34
Jason Parker,30432.649999999998
Michael Cohen,30423.519999999997
Christopher Nelson,30422.190000000002
Stephanie Young,30391.27
Megan Miller,30391.15
Emily Moore,30383.42
Tammy Jones,30380.489999999998
Brittany Rodriguez,30378.87
Jessica Juarez,30366.78
Melissa Jackson,30357.05
David Patel,30353.49
Joseph Price,30341.93
Mark Hill,30331.27
Elizabeth Scott,30323.78
Michael Mcdonald,30294.14
Wendy White,30280.170000000002
Michael Park,30276.29
Brittany Anderson,30276.09
Thomas Allen,30264.06
Anna Johnson,30255.399999999998
Keith Rodriguez,30254.67
Jennifer Coleman,30247.24
Stephen Rodriguez,30244.43
Joseph Cruz,30240.9
Lisa Robinson,30236.06
Matthew Sullivan,30234.04
Christopher David,30220.340000000004
John Murphy,30219.81
Joshua Martin,30200.960000000003
Mark Walker,30200.12
Cynthia Davis,30198.23
Robert Hughes,30197.95
Craig Johnson,30185.65
Jennifer Hughes,30183.72
Patrick Lee,30173.24
Jacob Davis,30166.530000000002
David Lopez,30162.13
Kenneth Rodriguez,30152.41
Craig Jones,30149.87
Brian Martinez,30148.16
Rebecca Thomas,30130.890000000003
Nathan Jones,30119.32
Christian Miller,30112.2
Patrick Garza,30101.37
Patricia Taylor,30086.030000000002
Ryan Anderson,30084.42
Rachel Jackson,30060.28
Melissa Cooper,30058.45
Alexander Smith,30047.329999999998
Elizabeth Bailey,30025.579999999998
Samantha Jones,30019.81
Kathleen White,30015.41
Scott Davis,29998.940000000002
Justin Robinson,29993.02
Matthew Cox,29975.87
Stephanie Wright,29973.37
Matthew Morales,29965.87
Paul Clark,29910.739999999998
Randy Martin,29904.94
Lisa Griffin,29901.72
Jacob Anderson,29899.26
Joshua Lee,29890.34
Michael Hughes,29875.739999999998
James Armstrong,29862.89
Amanda Martin,29859.39
Ronald Jackson,29853.3
Heather Jackson,29817.1
Sandra Miller,29815.66
Tammy Martinez,29809.63
John Webb,29809.02
Richard Gonzalez,29807.72
Anthony Jackson,29789.82
Kevin Lopez,29789.690000000002
Carol Smith,29788.670000000002
William Young,29781.940000000002
Katherine Robinson,29780.940000000002
Brandon Taylor,29761.47
Robert Holmes,29760.68
Karen Wilson,29751.18
Christopher Peterson,29738.39
William Chavez,29711.79
Matthew Walker,29707.44
Jason Gray,29701.03
Mark Wallace,29685.06
Teresa Moore,29680.93
Michael Jenkins,29677.989999999998
Justin Martin,29634.550000000003
Heather King,29627.3
Aaron Smith,29621.31
Robert Austin,29619.550000000003
Jeremy Davis,29612.239999999998
Joshua Stewart,29612.17
Angela Perez,29597.88
Karen Young,29587.449999999997
David Schmidt,29580.48
Jennifer Carroll,29579.68
Michael Mason,29569.44
Dylan Johnson,29569.3
Douglas Davis,29565.86
Timothy Garcia,29565.83
Robert Stevens,29546.170000000002
Michael Sims,29541.96
Jennifer Ortiz,29537.109999999997
Justin Garcia,29537.03
Kimberly Martinez,29536.97
Nicole Thompson,29534.55
Charles Davis,29527.41
David King,29523.18
Andrea Taylor,29519.370000000003
Raymond Johnson,29514.350000000002
Justin Mitchell,29476.46
Kathleen Johnson,29466.84
Jessica Allen,29445.77
Jeremy Williams,29431.31
Shawn Smith,29422.23
Tracy Davis,29415.6
Charles Rodriguez,29396.5
Scott Gutierrez,29377.58
Joseph Walker,29371.42
David Jordan,29369.98
Laura Walker,29354.66
Melanie Johnson,29339.37
Michelle Clark,29316.71
Nicholas Anderson,29310.37
Sandra Hall,29305.85
Juan Jones,29277.58
Robert Turner,29277.48
Jeffrey Thompson,29275.52
Stacy Williams,29270.06
Amanda Griffin,29243.35
Thomas Gonzalez,29241.01
Amy Evans,29239.2
Angela Harris,29237.559999999998
Julie Jones,29226.39
Amanda Stewart,29225.72
Amy Allen,29223.19
Nicole Gonzalez,29223.059999999998
Tina Jones,29187.38
Tiffany Hill,29178.239999999998
Allison Williams,29176.38
John Harrison,29169.05
Mark Webb,29161.690000000002
Melissa Rodriguez,29158.61
Sean Williams,29139.96
Patricia Hawkins,29133.93
Heather Wilson,29128.59
Michelle Anderson,29124.329999999998
Lauren Johnson,29117.37
Scott Hall,29115.34
Brian Anderson,29114.21
Melissa Santos,29106.440000000002
Vincent Johnson,29082.04
Douglas Brown,29081.09
Thomas Hall,29074.62
Thomas Thomas,29067.69
Kelly Hernandez,29063.41
Christopher Holt,29062.0
Mark Baker,29060.77
Kyle Miller,29053.32
Lisa Lawson,29042.2
Pamela Lewis,29040.07
Sarah Hernandez,29035.44
Mark Nelson,29028.53
William Wood,29027.24
April Johnson,29001.21
Charles Moore,28987.23
Jason Campbell,28986.52
Amanda Edwards,28980.84
Amy Rodriguez,28950.989999999998
Angela Hall,28936.11
Jennifer Harrison,28931.04
Crystal Williams,28922.02
Charles Lee,28914.89
Aaron Williams,28914.34
John Flores,28911.02
Robert Walker,28900.36
Ashley Cook,28897.600000000002
Elizabeth Harris,28855.72
Emily Hernandez,28845.300000000003
Robert Howard,28838.920000000002
Douglas Williams,28835.81
Scott Webb,28834.54
John Evans,28833.68
David Hall,28827.41
Michael Mcintosh,28818.46
Jessica Nguyen,28812.15
Brian Pierce,28811.72
Donna Williams,28807.42
Adam Clark,28796.28
Aaron Walker,28774.769999999997
Paul Williams,28773.39
Stephen Hernandez,28771.27
Sarah Lopez,28769.47
Jennifer Campbell,28761.97
Andrew Davis,28753.07
Michael Andrews,28733.48
Elizabeth Walker,28726.19
Kayla Jackson,28718.8
Richard Thomas,28717.53
Deborah Jones,28711.52
Tammy Johnson,28708.629999999997
Taylor Brown,28708.0
Charles Garcia,28701.24
Thomas Sanchez,28693.72
Michelle Mitchell,28685.75
John Hicks,28668.739999999998
John Mills,28661.31
Stephanie Clark,28649.199999999997
Daniel Butler,28641.590000000004
Elizabeth Young,28640.379999999997
Kristen Smith,28629.06
John Allen,28622.93
David Duncan,28619.78
Julie Taylor,28609.6
Elizabeth Nelson,28588.66
Ashley Hernandez,28574.54
Karen Evans,28573.21
Ashley Roberts,28561.54
Mary Martinez,28559.46
Richard Williams,28559.03
Michael Armstrong,28552.58
Christopher Hoffman,28548.89
Kimberly Howard,28548.440000000002
Joseph Freeman,28543.309999999998
Amanda Thomas,28523.31
Melissa Thomas,28520.78
Kimberly Jackson,28513.64
Richard Murray,28493.809999999998
James Morales,28484.53
Dawn Johnson,28469.379999999997
Andrew Adams,28460.54
Joshua Ross,28453.2
Linda Thomas,28452.89
Kimberly Baker,28451.42
Justin Jackson,28450.07
Mary Gibson,28448.170000000002
Kimberly Harris,28442.84
Linda Jones,28440.87
Susan Parker,28433.49
Amanda Rodriguez,28429.41
Kevin Thomas,28417.77
David Allen,28410.16
Jennifer Gray,28406.85
Sarah Garcia,28385.83
Shawn Harris,28372.879999999997
Justin Miller,28367.58
John Fisher,28361.739999999998
Jack Jones,28360.66
Richard Allen,28346.61
Robert Hill,28330.02
Jason Harris,28319.9
Kelly Robinson,28303.6
Daniel Rodriguez,28272.17
Brian Tucker,28262.82
Patricia Garcia,28248.41
David Baker,28245.15
Sandra Rodriguez,28237.62
Timothy Henry,28228.32
Jessica Morris,28215.36
Jennifer Jenkins,28212.15
Andrew Martinez,28211.75
Debra Jones,28209.8
Monica Miller,28201.93
Elizabeth Ramirez,28192.39
William Walker,28190.94
Jennifer Mitchell,28186.530000000002
David Armstrong,28171.41
David Sanchez,28161.739999999998
Jennifer Simmons,28155.71
Andrew Patel,28153.809999999998
Patrick Harris,28130.13
Theresa Davis,28127.18
Richard Romero,28119.809999999998
Robert Coleman,28115.760000000002
Jessica Ward,28108.12
Pamela Garcia,28108.1
Susan Davis,28105.51
Gregory Thomas,28102.24
Maria Davis,28099.61
Jennifer Foster,28080.68
Kimberly Lee,28055.7
George Jones,28055.16
Andrea Allen,28049.86
Steven Clark,28044.1
Justin Lee,28041.16
Gregory Scott,28038.0
Melissa Hernandez,28014.64
James Evans,28012.79
Travis Miller,27997.239999999998
Laura Lopez,27993.67
Tina Johnson,27993.18
Matthew Bennett,27989.96
Victoria Williams,27989.010000000002
Lisa Ortiz,27986.960000000003
Jennifer Richards,27974.84
Matthew Anderson,27950.27
Nicholas Rodriguez,27930.760000000002
Kimberly Moore,27918.57
Jennifer Morgan,27916.11
Melissa Martinez,27910.96
Tamara Williams,27907.3
Nicholas Gonzalez,27905.09
Mark Thompson,27879.9
Christopher Mccoy,27879.15
Joseph Roberts,27878.23
Rachel Ortiz,27871.55
Shawn Williams,27869.4
Mary King,27862.72
Michael Butler,27829.63
Lisa Gonzalez,27827.59
Samantha Scott,27818.12
Nancy Miller,27803.0
Karen Rodriguez,27794.78
Samantha Davis,27789.64
Mark Martinez,27780.11
Daniel Walker,27778.51
John Hughes,27762.68
Gregory Morgan,27757.09
Anthony Martinez,27756.26
Andrew Clark,27729.07
George Miller,27720.66
James Love,27718.48
John Macdonald,27711.15
Allison Jones,27698.010000000002
Nicole Thomas,27685.45
